ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
0
ITEM: BOX BOUNDS pp pp fm
0.0000000000000000e+00 2.0000000000000000e+01
0.0000000000000000e+00 2.0000000000000000e+01
0.0000000000000000e+00 1.1000000000000000e+02
ITEM: ATOMS mol x y z radius c_voro[1] c_coordination c_kinetic c_voro[2] c_order[1] c_order[2] c_order[3] 
ITEM: TIMESTEP
10000000
ITEM: NUMBER OF ATOMS
4500
ITEM: BOX BOUNDS pp pp fm
0.0000000000000000e+00 2.0000000000000000e+01
0.0000000000000000e+00 2.0000000000000000e+01
0.0000000000000000e+00 1.1000000000000000e+02
ITEM: ATOMS mol x y z radius c_voro[1] c_coordination c_kinetic c_voro[2] c_order[1] c_order[2] c_order[3] 
234    0.211449945023605     1.22686374631142    0.998786051633836                    1     4.11726352840717                    1 9.62868450862878e-15                   14                    0                    0                    0 
92     9.87098417856975    0.568774876275069    0.998417645135156                    1     4.02193670477498                    2 4.65691318100147e-14                   16                    0                    0                    0 
234   0.0107040157456331     1.91248624070882    0.984805743304676     0.95572419725813     3.14578230654365                    3 1.35056507605119e-14                   13                    0                    0                    0 
234    0.335201780855622      1.7265289205547    0.997579624860444    0.991259378759715    0.973998041771688                    2  9.2194805478232e-15                    9                    0                    0                    0 
234    0.716897625981588      1.6386770569848    0.980904655164134     0.98284524179719     1.42418077314629                    4 1.01502360597364e-14                   10                    0                    0                    0 
234     1.00179998985004     1.65011801848874    0.942035913439731     0.92366677176975     2.66161068821345                    7  1.1794299414402e-14                   12                    0                    0                    0 
237     2.84129075142073     1.61825633370584     1.09361180416205     0.92366677176975     2.53620221551227                    7  1.1128245253698e-14                   14                    0                    0                    0 
237     3.11248985517508     1.69528085423422     1.03591170898658     0.98284524179719     1.43444362644212                    4 6.39487643838898e-15                    9                    0                    0                    0 
237     3.44488005034105     1.89810764548075    0.990460926297045    0.991259378759715    0.978010605313513                    1 3.18608421394536e-15                    7                    0                    0                    0 
237     3.69348436037251     2.17738938169209    0.974978504459275     0.95572419725813     2.92327769333648                    5  6.4376476330217e-15                   12                    0                    0                    0 
237     3.72101364831415     1.46373308391203    0.997548593560231                    1     3.64723328485105                    6 1.23612439600765e-14                   14                    0                    0                    0 
20     5.69385700929439     1.55612517275148    0.966440606399712     0.95572419725813     3.04963738346221                    3  6.6552050131887e-14                   14                    0                    0                    0 
