ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
0
ITEM: BOX BOUNDS pp pp fm
0.0000000000000000e+00 2.0000000000000000e+01
0.0000000000000000e+00 2.0000000000000000e+01
0.0000000000000000e+00 1.1000000000000000e+02
ITEM: ATOMS mol x y z radius c_voro[1] c_coordination c_kinetic c_voro[2] c_order[1] c_order[2] c_order[3] 
ITEM: TIMESTEP
10000000
ITEM: NUMBER OF ATOMS
4500
ITEM: BOX BOUNDS pp pp fm
0.0000000000000000e+00 2.0000000000000000e+01
0.0000000000000000e+00 2.0000000000000000e+01
0.0000000000000000e+00 1.1000000000000000e+02
ITEM: ATOMS mol x y z radius c_voro[1] c_coordination c_kinetic c_voro[2] c_order[1] c_order[2] c_order[3] 
142     1.92676227070607     1.20706616908732     1.11812391719322     0.99829374256475      1.0814643814846                    1 1.00992967129376e-13                    9                    0                    0                    0 
211     4.86065423649162   0.0776004576066751     1.05938615049597       0.928253029752     2.87944802159488                    4  1.4511589122549e-14                   11                    0                    0                    0 
165     6.48141786496174     1.13945359656174     1.27298386960099                    1     3.41596557315715                    5 9.78728300450699e-14                   17                    0                    0                    0 
136     8.05508810890264   0.0651275642256574    0.988328178103007       0.928253029752     2.65724220928258                    9 2.89406544190473e-15                   14                    0                    0                    0 
142     2.37520742965093     1.27717202663336    0.999659769533146                    1     3.82011412676261                    4 6.68280185125834e-14                   13                    0                    0                    0 
142     1.77638882451271     1.54563759694166     0.99068486173878     0.99153252289505     1.65746015728201                    1 3.67860956575279e-14                   12                    0                    0                    0 
142     1.58100657804198     1.75161485263227    0.928188608846905       0.928253029752      2.7455801195825                    3 2.80851238624961e-14                   11                    0                    0                    0 
258     4.20334442177868     2.07094244072799     1.21835814552421     0.99153252289505     1.76361430059639                    2 1.36396137014635e-14                   10                    0                    0                    0 
258     4.30568620944668     2.42210750587431     1.07802727422613     0.99829374256475    0.991588483254716                    1 2.91670966990471e-14                    9                    0                    0                    0 
165      6.0836423555043     1.59371852211886    0.964544344242058     0.96532406315995     3.23837344786194                    6 5.35102269397591e-14                   17                    0                    0                    0 
165     6.49151843044676     1.52964792438111     1.01279545471006     0.99829374256475     1.00645101747682                    1 1.81318714551684e-14                    8                    0                    0                    0 
165     6.87944161989811     1.58183357180071    0.996189575415034     0.99153252289505     1.59990685927858                    2 5.16153713474004e-15                   10                    0                    0                    0 
165     7.13699031996726     1.69699186972556     0.92609059370419       0.928253029752     2.67745003223388                    6 5.22934889019947e-16                   14                    0                    0                    0 
190     9.03768093190827       1.796158582478    0.964361317358245     0.96532406315995     3.43173601141626                    4 3.85609955082885e-14                   12                    0                    0                    0 
190     9.51743569847238     1.31822934130841    0.998064783776051                    1     3.90144963342877                    3  7.0519764950665e-15                   16                    0                    0                    0 
190     9.42086891720691     1.76038062392804     1.12146958972731     0.99829374256475     1.08870746853177                    0  3.5499736546827e-14                    9                    0                    0                    0 
8    0.201624284084901     3.50179177330366     1.05902493268883       0.928253029752     2.69233409398403                    9 4.54831484681937e-14                   15                    0                    0                    0 
63     2.10684691844115     3.56747348306113      1.0121856697318     0.96532406315995     3.12909881584724                    7 3.41353315331083e-14                   14                    0                    0                    0 
258     3.87757686806097     2.59610895153605    0.997419986518741                    1     3.56677660982639                    3  5.3819853990041e-14                   18                    0                    0                    0 
258     4.53760886594778     2.74751403823967    0.963490931769204     0.96532406315995     3.13088855207352                    4  4.5451112230117e-14                   12                    0                    0                    0 
267     6.53342524172949     3.46879357048531     0.92771835643467       0.928253029752     2.62357873103717                    6 1.36590170607379e-15                   14                    0                    0                    0 
267      6.6711446924151      3.7158589057143    0.994790755755628     0.99153252289505     1.61708162577849                    2  6.2383373653849e-15                   12                    0                    0                    0 
63     2.07689806650917      3.9817470209189    0.995554201349398     0.99829374256475    0.924926697473922                    2 9.78284902260244e-15                    8                    0                    0                    0 
63     1.92395832622126     4.34238366723601    0.989710992480301     0.99153252289505     1.57004937954573                    3 7.87989912158195e-16                   11                    0                    0                    0 
